industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value
1,Wheat,cen_to_af,-0.332338941208434,0.04132601003740699,-0.41333643250649243,-0.25134144991037555,8.846827869997064e-16
1,Wheat,af_to_cen,-0.2881011340991538,0.02854105390115472,-0.34404057182623343,-0.23216169637207412,5.8564559182439636e-24
2,Rice (raw),cen_to_af,-0.3314350324857016,0.033316394521270845,-0.39673396584212,-0.2661360991292832,2.5702762864162418e-23
2,Rice (raw),af_to_cen,-0.33701213091644355,0.04810084006451435,-0.43128804506901297,-0.24273621676387416,2.445861155368473e-12
3,Corn,cen_to_af,-0.3402636211822291,0.04976924108569501,-0.4378095412480824,-0.24271770111637575,8.096721256555478e-12
3,Corn,af_to_cen,-0.2467373495935826,0.03354389858963955,-0.31248218273034,-0.18099251645682518,1.8999296841235254e-13
4,Other cereals,cen_to_af,-0.3236747146823659,0.04140159603045755,-0.4048203518045392,-0.24252907756019265,5.369970541567567e-15
4,Other cereals,af_to_cen,-0.2967910312186606,0.028515188834666038,-0.3526797743469647,-0.24090228809035646,2.275455393893668e-25
5,Cereal products,cen_to_af,-0.181640625,540.9270732980409,-1060.379222551818,1060.015941301818,0.9997320743317675
5,Cereal products,af_to_cen,0.02929202649129342,0.04192327913084196,-0.05287609071897646,0.1114601437015633,0.484736084344281
6,Soybeans,cen_to_af,-0.3090385201178844,0.06431032765405596,-0.43508444615380437,-0.18299259408196447,1.5442235268392396e-6
6,Soybeans,af_to_cen,-0.4005625738485692,0.06320449701239958,-0.5244411116538418,-0.2766840360432966,2.334255659806619e-10
7,Other oilseeds (excluding peanuts),cen_to_af,-0.4321232574681012,0.03210629277099974,-0.49505043497635937,-0.36919607995984305,2.720449781039508e-41
7,Other oilseeds (excluding peanuts),af_to_cen,-0.34331445411701944,0.033604158026383606,-0.4091773935795239,-0.277451514654515,1.6739631311866605e-24
8,Animal feed ingredients and pet foods,cen_to_af,-0.09228515625,208.15025810321757,-408.0592944112729,407.8747240987729,0.9996462512243711
