industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value
1,Wheat,comesa_to_af,-0.2893661521201366,0.03155346799885334,-0.3512098129852263,-0.22752249125504695,4.7012820637184713e-20
1,Wheat,af_to_comesa,-0.1771353693354157,0.03421578121063217,-0.24419706821115705,-0.11007367045967438,2.25472683101195e-7
2,Rice (raw),comesa_to_af,-0.2893557726429203,0.036702214453529836,-0.3612907911247042,-0.2174207541611364,3.173747458291398e-15
2,Rice (raw),af_to_comesa,-0.19912407401037946,0.03972617235051486,-0.2769859410610195,-0.12126220695973945,5.375103841622542e-7
3,Corn,comesa_to_af,-0.29090826834878025,0.03387674151523309,-0.35730546163220994,-0.22451107506535056,8.907064273951911e-18
3,Corn,af_to_comesa,-0.2399439392796446,0.03185706465084668,-0.30238263864846815,-0.17750523991082107,5.001069003763125e-14
4,Other cereals,comesa_to_af,-0.21665830819650791,0.031498297640627886,-0.2783938371464615,-0.15492277924655432,6.052288294069859e-12
4,Other cereals,af_to_comesa,-0.25123172445100606,0.03380084414703439,-0.31748016162624493,-0.18498328727576718,1.0639851540805403e-13
5,Cereal products,comesa_to_af,0.0025641056269302995,0.029307031076911592,-0.054876619777612524,0.06000483103147312,0.9302811258381221
5,Cereal products,af_to_comesa,-0.21644269632641508,0.0450781165614885,-0.3047941812778311,-0.1280912113749991,1.5747942117430675e-6
6,Soybeans,comesa_to_af,-0.10456266232138356,0.05548000303186456,-0.21330147012601108,0.004176145483243951,0.05947156834262701
6,Soybeans,af_to_comesa,-0.39144380817348096,0.05077001459147725,-0.4909512082673494,-0.2919364080796125,1.2568196649091606e-14
7,Other oilseeds (excluding peanuts),comesa_to_af,-0.2655730635850839,0.03840634313314555,-0.3408481129039364,-0.19029801426623144,4.684480031349673e-12
7,Other oilseeds (excluding peanuts),af_to_comesa,-0.3792694983089707,0.032546162865143946,-0.44305880535962777,-0.31548019125831367,2.207977036017882e-31
8,Animal feed ingredients and pet foods,comesa_to_af,-0.03199673145403694,0.04494329860268965,-0.12008397806173796,0.05609051515366408,0.4765046945691138
8,Animal feed ingredients and pet foods,af_to_comesa,-0.016701802358769363,0.024304748143078713,-0.06433823337252038,0.030934628654981658,0.4919676071771227
9,Raw and refined sugar and sugar crops,af_to_comesa,-0.9235449515384911,0.1166314284960698,-1.1521383508562464,-0.6949515522207358,2.4040976705960793e-15
10,Other sweeteners,comesa_to_af,-0.46899924340723487,0.05163941682418872,-0.5702106405652965,-0.36778784624917327,1.0640710907040092e-19
10,Other sweeteners,af_to_comesa,-0.18746224426623087,0.04481144503034708,-0.2752910626209075,-0.09963342591155423,2.8723658265281835e-5
