industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value
1,Wheat,sadc_to_af,-0.21258324196644546,0.027615385201434164,-0.2667084023804568,-0.15845808155243413,1.382121098085286e-14
1,Wheat,af_to_sadc,-0.33522939953703146,0.03793607363943555,-0.40958273758518443,-0.2608760614888785,9.859444414322236e-19
2,Rice (raw),sadc_to_af,-0.3254199875713447,0.051115147383340845,-0.42560383550714953,-0.2252361396355399,1.935037034536963e-10
2,Rice (raw),af_to_sadc,-0.1861964013860509,0.04782708990419488,-0.2799357750836321,-0.09245702768846972,9.896486504836073e-5
3,Corn,sadc_to_af,-0.2346780166571478,0.03488228099116052,-0.30304603109842854,-0.16631000221586706,1.7234903223294412e-11
3,Corn,af_to_sadc,-0.35058868630616946,0.03273849858800621,-0.414754964446577,-0.2864224081657619,9.25948530594431e-27
4,Other cereals,sadc_to_af,-0.24612267688848122,0.03346431033234542,-0.3117115199073498,-0.1805338338696126,1.912402647832804e-13
4,Other cereals,af_to_sadc,-0.3438691928304924,0.03486249820540172,-0.41219843372417203,-0.27553995193681274,5.987301634258392e-23
5,Cereal products,sadc_to_af,0.015625,6020.637664162553,-11800.217360723958,11800.248610723958,0.9999979292980316
5,Cereal products,af_to_sadc,-0.1123046875,6020.629553735355,-11800.329394266251,11800.104784891251,0.9999851168095534
6,Soybeans,sadc_to_af,-0.4013407223716303,0.05584964872620167,-0.5108040224241989,-0.2918774223190618,6.667205354083141e-13
6,Soybeans,af_to_sadc,-0.26122786481522153,0.06665969592698681,-0.391878468052507,-0.1305772615779361,8.898068130396221e-5
7,Other oilseeds (excluding peanuts),sadc_to_af,-0.29264314427151594,0.03631694484775415,-0.3638230482016415,-0.22146324034139037,7.753181700504899e-16
7,Other oilseeds (excluding peanuts),af_to_sadc,-0.3896036540700337,0.040700446322380665,-0.4693750630166055,-0.30983224512346197,1.0438523577304343e-21
8,Animal feed ingredients and pet foods,sadc_to_af,-0.078125,4676.170648004324,-9165.2041806518,9165.0479306518,0.9999866697056198
8,Animal feed ingredients and pet foods,af_to_sadc,-0.10785828409626344,0.06445366908839759,-0.23418515418098526,0.01846858598845838,0.09424395608174671
9,Raw and refined sugar and sugar crops,sadc_to_af,-1.3403744893426666,0.2498430466502503,-1.8300578625649178,-0.8506911161204155,8.100929570500807e-8
9,Raw and refined sugar and sugar crops,af_to_sadc,-1.37733503917757,0.4162465581113398,-2.193163301764555,-0.5615067765905855,9.364978113531978e-4
10,Other sweeteners,sadc_to_af,-0.16414233024689578,0.05215566502844088,-0.2663655552923751,-0.06191910520141647,0.0016486355751746376
