industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value
1,Wheat,ecowas_to_af,-0.5541090188918534,0.1057969850717596,-0.7614672993054239,-0.34675073847828286,1.6278872185598189e-7
1,Wheat,af_to_ecowas,-0.234847400351732,0.03751888119185333,-0.3083830562280017,-0.16131174447546226,3.8634817277096813e-10
2,Rice (raw),ecowas_to_af,-0.28114669407842374,0.0580092922105161,-0.3948428175796952,-0.1674505705771523,1.2560774760676106e-6
2,Rice (raw),af_to_ecowas,-0.36078766700376674,0.03353863709666571,-0.42652218780379053,-0.29505314620374296,5.470682187626169e-27
3,Corn,ecowas_to_af,-0.5574497191653469,0.05192250547877351,-0.6592159598908266,-0.45568347843986723,6.882881520443613e-27
3,Corn,af_to_ecowas,-0.22571311559395635,0.039884322088241816,-0.30388495043470565,-0.14754128075320705,1.5208557377827376e-8
4,Other cereals,ecowas_to_af,-0.57721522055233,0.04578062720678755,-0.6669436010672881,-0.48748684003737186,1.9008306730565675e-36
4,Other cereals,af_to_ecowas,-0.29148887398964557,0.03195473510980688,-0.3541190039403846,-0.22885874403890655,7.379782514021033e-20
5,Cereal products,ecowas_to_af,0.050504757540036076,0.0442462960258284,-0.03621638911988529,0.13722590419995745,0.2536843721559624
5,Cereal products,af_to_ecowas,-0.05535886493227951,0.03757401515093306,-0.12900258138267062,0.018284851518111586,0.1406624969985242
6,Soybeans,ecowas_to_af,-0.437451688286498,0.07676468241971185,-0.5879077011137882,-0.2869956754592078,1.2079094284160317e-8
6,Soybeans,af_to_ecowas,-0.18253147301765468,0.06461006093417013,-0.3091648654875664,-0.05589808054774295,0.004726223220165188
7,Other oilseeds (excluding peanuts),ecowas_to_af,-0.5319732874921287,0.03345043594491258,-0.5975349372113213,-0.466411637772936,6.008520592478238e-57
7,Other oilseeds (excluding peanuts),af_to_ecowas,-0.3467196603129813,0.035379555000614384,-0.41606231390323944,-0.27737700672272314,1.1258497497352536e-22
8,Animal feed ingredients and pet foods,ecowas_to_af,0.017410986825197497,0.042792262677861403,-0.06646030684038837,0.10128228049078336,0.6841017731753122
8,Animal feed ingredients and pet foods,af_to_ecowas,-0.09206934024759732,0.030998158487122385,-0.1528246144694218,-0.031314066025772844,0.0029764937474546053
10,Other sweeteners,ecowas_to_af,-0.44105102358340015,0.04510011584968919,-0.529445626347375,-0.3526564208194253,1.3805807000814413e-22
10,Other sweeteners,af_to_ecowas,-0.41425757592141565,0.053869400132864655,-0.5198396600506076,-0.30867549179222376,1.470947081769623e-14
11,"Pulses and legumes, dried, preserved",ecowas_to_af,-0.5935672068336528,0.03528318727411626,-0.6627209831507026,-0.524413430516603,1.6570546870470467e-63
11,"Pulses and legumes, dried, preserved",af_to_ecowas,-0.20475681726497438,0.039900688343258994,-0.28296072937611916,-0.1265529051538296,2.871959922223502e-7
12,Fresh fruit,ecowas_to_af,-0.4579344089228782,0.038045363139498724,-0.5325019504550433,-0.38336686739071296,2.2834220963355465e-33
12,Fresh fruit,af_to_ecowas,-0.2615949344864169,0.031117090100774892,-0.3225833103876235,-0.2006065585852103,4.213738956633746e-17
13,Fresh vegetables,ecowas_to_af,-0.513250588162793,0.06681201722575084,-0.6441997356597343,-0.3823014406658517,1.5661154055831706e-14
13,Fresh vegetables,af_to_ecowas,-0.46614794759256206,0.03939872826570533,-0.5433680360300247,-0.3889278591550994,2.6815014032803934e-32
14,Prepared fruits and fruit juices,ecowas_to_af,0.306640625,1280.9283367818637,-2510.266766244245,2510.880047494245,0.999808994921074
14,Prepared fruits and fruit juices,af_to_ecowas,0.2822265625,1280.9346002754562,-2510.303456528604,2510.867909653604,0.9998242031911724
15,Prepared vegetables,ecowas_to_af,0.3201713562011719,9175.149151365069,-17982.64171810257,17983.282060814974,0.9999721574246196
15,Prepared vegetables,af_to_ecowas,-0.4743094881637262,0.21657375448806868,-0.8987862469569605,-0.049832729370491824,0.028519895255721368
16,Nuts,ecowas_to_af,-0.6484395680138927,0.04770795132550576,-0.7419454343880739,-0.5549337016397115,4.475892426132234e-42
16,Nuts,af_to_ecowas,-0.2300109251586941,0.047157531042506876,-0.3224379876018371,-0.13758386271555106,1.0743806886107807e-6
17,Live Cattle,ecowas_to_af,-1.4634156227111816,27160.769146475723,-53235.59273512182,53232.6659038764,0.9999570101743239
17,Live Cattle,af_to_ecowas,-1.0272150039672852,6123.300990672011,-12002.47662321954,12000.422193211605,0.9998661507919184
18,Live Swine,ecowas_to_af,0.015521034831181169,5809.957080762971,-11387.291108984058,11387.32215105372,0.9999978684878584
18,Live Swine,af_to_ecowas,-1.8334299151586664,0.6455067797388353,-3.0985999552232126,-0.5682598750941199,0.004507178007900689
19,Eggs,ecowas_to_af,-0.5546836535926183,0.06347849515042389,-0.6790992178802495,-0.430268089304987,2.3699042024060847e-18
19,Eggs,af_to_ecowas,-0.44355484254167515,0.03813148140234181,-0.518291172767424,-0.36881851231592633,2.8255742570884543e-31
20,"Other meats, livestock products, and live animals",ecowas_to_af,-0.14750931483064456,0.06234823726765419,-0.26970961437480473,-0.025309015286484382,0.017986597764268454
20,"Other meats, livestock products, and live animals",af_to_ecowas,-0.2518359922065683,0.030603844351724526,-0.3118184249244179,-0.1918535594887187,1.889395265978617e-16
21,Cocoa and cocoa products,ecowas_to_af,-0.2847913408046331,0.06252579378531574,-0.40733964472863027,-0.16224303688063593,5.244000972708055e-6
21,Cocoa and cocoa products,af_to_ecowas,-0.6527673403050998,0.07488375143591225,-0.7995367961467372,-0.5059978844634623,2.854789317821383e-18
22,"Beverages, nec",ecowas_to_af,-0.11857656408099837,0.03699125246778719,-0.19107808666088966,-0.0460750415011071,0.0013481406161974382
22,"Beverages, nec",af_to_ecowas,-0.20678147723204504,0.057488617683281326,-0.3194570974122689,-0.09410585705182119,3.220178288645469e-4
23,Cotton,ecowas_to_af,-0.07655243010316869,0.016053210973959838,-0.10801614544835313,-0.04508871475798425,1.8544817944289765e-6
23,Cotton,af_to_ecowas,-0.024911524589484008,0.037232720141421434,-0.09788631511312906,0.04806326593416105,0.5034469108484496
24,Tobacco leaves and cigarettes,ecowas_to_af,-0.28138892576490193,0.034519762751221886,-0.3490464175121641,-0.21373143401763978,3.5934470932522626e-16
24,Tobacco leaves and cigarettes,af_to_ecowas,-0.3568672445548869,0.03130865812134899,-0.4182310868770084,-0.2955034022327654,4.260870618516923e-30
25,Spices,ecowas_to_af,-0.316418435656464,0.03471107621311995,-0.384450894898804,-0.24838597641412394,7.810862545263297e-20
